#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ca_steppe_stable_4;Sztyeppi lovaskarám;Terrain équestre des steppes;Sztyeppi lovaskarám;;Zona de Equitación de la Estepa;;;;;;;;;x
ca_steppe_stable_5;Sztyeppi lovaskarám;Terrain équestre des steppes;Sztyeppi lovaskarám;;Zona de Equitación de la Estepa;;;;;;;;;x
ca_steppe_stable_6;Sztyeppi lovaskarám;Terrain équestre des steppes;Sztyeppi lovaskarám;;Zona de Equitación de la Estepa;;;;;;;;;x
CK2CoA3DLC;Dinasztia címer csomag 3;Pack d’armoiries dynastiques III;Dinasztia címer csomag 3;;Pack 3 de Armas Dinásticas;;;;;;;;;x
NorseUnitPackDLC;Északi egység csomag;Pack d’unités norroises;Északi egység csomag;;Pack de Unidades Nórdicas;;;;;;;;;x
NorsePortraitsDLC;Északi portré csomag;Portraits norrois;Északi portré csomag;;Perfiles Nórdicos;;;;;;;;;x
ca_steppe_barracks_desc;A sztyeppe népei a lovas harcmodort részesítik elõnyben a gyalogosok rovására, de az ebben az épületben képzett egységek megálják a helyüket a harcban.;Les peuples des steppes se focalisent sur la guerre montée au détriment des fantassins, mais les combattants entraînés dans cette hutte de guerriers sont plus que capables de bien se tenir au combat.;A sztyeppe népei a lovas harcmodort részesítik elõnyben a gyalogosok rovására, de az ebben az épületben képzett egységek megálják a helyüket a harcban.;;Los pueblos de las estepas se valieron principalmente de la lucha a caballo infravalorando a los guerreros a pie, pero los guerreros entrenados en este campamento son perfectamente capaces de batallar por si mismos.;;;;;;;;;x
ca_steppe_stable_desc;A sztyeppe kedvez a lovas harcmodornak, a nomád harcos kultúrák igyekeznek kihazsnálni ezt az adottságukat. Ezek a lovaskarámok lehetõvé teszik több könnyûlovasság és lovasíjász kiállítását.;Les steppes sont des terrains idéaux au combat monté et les guerriers nomades de ces terres savent le porter à leur avantage. Ces terrains d’équestres permettent de lever plus de cavaliers et d'archers montés.;A sztyeppe kedvez a lovas harcmodornak, a nomád harcos kultúrák igyekeznek kihazsnálni ezt az adottságukat. Ezek a lovaskarámok lehetõvé teszik több könnyûlovasság és lovasíjász kiállítását.;;La estepa es el escenario ideal para la lucha a caballo, y la cultura guerrera de los pueblos esteparios sabe perfectamente utilizar esta ventaja. Estos campos de junetes producen un extra de caballería ligera y arqueros a caballo.;;;;;;;;;x
ca_culture_nahuatl_1;Jaguár harcos sátor;Hutte de guerrier jaguar;Jaguár harcos sátor;;Campamento de Guerreros Jaguar;;;;;;;;;x
ca_culture_nahuatl_2;Jaguár harcos sátor;Hutte de guerrier jaguar;Jaguár harcos sátor;;Campamento de Guerreros Jaguar;;;;;;;;;x
ca_culture_nahuatl_3;Jaguár harcos sátor;Hutte de guerrier jaguar;Jaguár harcos sátor;;Campamento de Guerreros Jaguar;;;;;;;;;x
ca_culture_nahuatl_4;Jaguár harcos sátor;Hutte de guerrier jaguar;Jaguár harcos sátor;;Campamento de Guerreros Jaguar;;;;;;;;;x
ca_culture_nahuatl_1_desc;A jaguár rend félemet nem ismerõ harcosait képzik itt. Õk képviselik az azték hadigépezet elitjét és pettyes bõr borítású páncéljuk puszta látványa is seregeket futamított meg.;Les intrépides guerriers de l’ordre des guerriers jaguars s’entraînent ici. Ils représentent l’élite de la machine de guerre aztèque et de nombreuses armées sont connues pour leur déroute à la simple vue des fourrures qui couvrent l’armure des guerriers jaguars.;A jaguár rend félemet nem ismerõ harcosait képzik itt. Õk képviselik az azték hadigépezet elitjét és pettyes bõr borítású páncéljuk puszta látványa is seregeket futamított meg.;;Aquí se entrenan los valientes guerreros de la Orden del Jaguar. Representan la unidad de élite de los ejércitos aztecas y se dice que el sólo vislumbrar la piel que cubre sus petos causaron el terror en muchos ejércitos.;;;;;;;;;x
pagan_group_succ_desc_1;megtért az istenekhez;à rejoint les dieux;megtért az istenekhez;;se fue con los dioses;;;;;;;;;x
pagan_group_succ_desc_4;a túlvilág felé vette útját;a mis le cap pour l’Au-delà;a túlvilág felé vette útját;;emprendió su camino a la otra vida;;;;;;;;;x
pagan_group_succ_desc_8;az istenekkel lakomázik;festoie avec les dieux;az istenekkel lakomázik;;está festejando con los dioses;;;;;;;;;x
norse_pagan_succ_desc_3;a Valkûrök magukhoz emelték;a été emporté par les Valkyries;a Valkûrök magukhoz emelték;;ha sido reclamado por las Valkirias;;;;;;;;;x
norse_pagan_reformed_succ_desc_3;a Valkûrök magukhoz emelték;a été emporté par les Valkyries;a Valkûrök magukhoz emelték;;ha sido reclamado por las Valkirias;;;;;;;;;x
norse_pagan_succ_desc_4;Asgard felé vette az útját;a mis le cap pour Asgard;Asgard felé vette az útját;;emprendió su camino a Asgard;;;;;;;;;x
norse_pagan_reformed_succ_desc_4;Asgard felé vette az útját;a mis le cap pour Asgard;Asgard felé vette az útját;;emprendió su camino a Asgard;;;;;;;;;x
norse_pagan_succ_desc_8;Valhallában lakomázik;festoie au Valhalla;Valhallában lakomázik;;está festejando en el Valhalla;;;;;;;;;x
norse_pagan_reformed_succ_desc_8;Valhallában lakomázik;festoie au Valhalla;Valhallában lakomázik;;está festejando en el Valhalla;;;;;;;;;x
muslim_succ_desc_1;az áldott Paradicsomban mazsolázik;mange des raisins blancs bienheureux Paradis;az áldott Paradicsomban mazsolázik;;está comiendo dátiles blancos en el Paraíso;;;;;;;;;x
muslim_succ_desc_2;a Paradicsom fehér tevéin lovagol;chevauche les chameaux blancs du Paradis;a Paradicsom fehér tevéin lovagol;;cabalga a lomos de los camellos blancos del Paraíso;;;;;;;;;x
muslim_succ_desc_3;Allah magához hivatta;s’est élevé vers Allah;Allah magához hivatta;;ha sido llamado por Alá;;;;;;;;;x
muslim_succ_desc_4;al-Jannah felé vette az útját;a mis le cap pour al-Jannah;al-Jannah felé vette az útját;;ha emprendido su camino hacía el al-Jannah;;;;;;;;;x
muslim_succ_desc_8;a Hourik kényeztetik a Paradicsomban;est avec les hourris au Paradis;a Hourik kényeztetik a Paradicsomban;;está con las Huríes en el Paraíso;;;;;;;;;x
west_african_pagan_succ_desc_1;csatlakozott az õseihez;est parti rejoindre ses ancêtres;csatlakozott az õseihez;;se ha reunido con sus antepasados;;;;;;;;;x
west_african_pagan_reformed_succ_desc_1;csatlakozott az õseihez;est parti rejoindre ses ancêtres;csatlakozott az õseihez;;se ha reunido con sus antepasados;;;;;;;;;x
DE_JURE_INDP_DESC;Függtelenné válik, de jure, mint §Y$TITLE$§! (§Y$YEARS$§!/$NEEDED_YEARS$ év);Devenir de jure indépendant, en tant que §Y$TITLE$§! (§Y$YEARS$§!/$NEEDED_YEARS$ années);Függtelenné válik, de jure, mint §Y$TITLE$§! (§Y$YEARS$§!/$NEEDED_YEARS$ év);;Haciéndose independiente, de jure, como §Y$TITLE$§! (§Y$YEARS$§!/$NEEDED_YEARS$ años);;;;;;;;;x
EVTDESC_TOG_4016;Remélem jó egészségben ért levelem, [Root.GetTitledFirstName]. A nevem Palnatoke, és küldetésem, hogy egy harcos rendet hozzak létre Odin és Thor tiszteletére. Miközben Rügen közelében hajóztam felfigyeltem egy tökéletes helyre az erõdünkhöz és szeretném engedélyed kérni a területen való letelepedéshez.\n\nAlúlírott,\n[From.GetTitledName];Je vous crois en bonne santé, [Root.GetTitledFirstName]. Mon nom est Palnatoke et j’ai entrepris de créer une confrérie de guerriers dévoués à Thor et à Odin. Alors que je naviguais au long de la côte de Rügen, j’ai découvert le site parfait pour bâtir notre forteresse et je vous demande la permission de coloniser cette terre.\n\nsigné,\n[From.GetTitledName];Remélem jó egészségben ért levelem, [Root.GetTitledFirstName]. A nevem Palnatoke, és küldetésem, hogy egy harcos rendet hozzak létre Odin és Thor tiszteletére. Miközben Rügen közelében hajóztam felfigyeltem egy tökéletes helyre az erõdünkhöz és szeretném engedélyed kérni a területen való letelepedéshez.\n\nAlúlírott,\n[From.GetTitledName];;Mi nombre es Palnatoke, y he decidido crear una hermandad de guerreros dedicada a Thor y Odín. Mientras navegaba por la costa de Rügen, descubrí el sitio perfecto para construir nuestra fortaleza y le pido permiso para establecernos en esas tierras.\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_TOG_4026;Remélem jó egészségben ért levelem, [Root.GetTitledFirstName]. A nevem Palnatoke, és küldetésem, hogy egy harcos rendet hozzak létre Odin és Thor tiszteletére. Miközben Werle közelében hajóztam felfigyeltem egy tökéletes helyre az erõdünkhöz és szeretném engedélyed kérni a területen való letelepedéshez.\n\nAlúlírott,\n[From.GetTitledName];Je vous crois en bonne santé, [Root.GetTitledFirstName]. Mon nom est Palnatoke et j’ai entrepris de créer une confrérie de guerriers dévoués à Thor et à Odin. Alors que je naviguais au long de la côte de Werle, j’ai découvert le site parfait pour bâtir notre forteresse et je vous demande la permission de coloniser cette terre.\n\nsigné,\n[From.GetTitledName];Remélem jó egészségben ért levelem, [Root.GetTitledFirstName]. A nevem Palnatoke, és küldetésem, hogy egy harcos rendet hozzak létre Odin és Thor tiszteletére. Miközben Werle közelében hajóztam felfigyeltem egy tökéletes helyre az erõdünkhöz és szeretném engedélyed kérni a területen való letelepedéshez.\n\nAlúlírott,\n[From.GetTitledName];;Mi nombre es Palnatoke, y he decidido crear una hermandad de guerreros dedicada a Thor y Odín. Mientras navegaba por la costa de Werle, descubrí el sitio perfecto para construir nuestra fortaleza y le pido permiso para establecernos en esas tierras.\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
INTERACTION_CONSORT_NOT_PREGNANT;Ágyas nem lehet terhes;La concubine ne doit pas être enceinte;Ágyas nem lehet terhes;;La concubina no debe estar embarazada;;;;;;;;;x
SETTLEMENT_LOOTED_LOG;§Y$SETTLEMENT$§! kifosztásra került §Y$LOOT$§!¤ értékben §Y$LOOTER$§! Által;§Y$LOOT$§!¤ ont été pillées à §Y$SETTLEMENT$§! par §Y$LOOTER$§!;§Y$SETTLEMENT$§! kifosztásra került §Y$LOOT$§!¤ értékben §Y$LOOTER$§! Által;;§Y$LOOT$§! ha sido saqueado de §Y$SETTLEMENT$§! por §Y$LOOTER$§!;;;;;;;;;x
EVTDESC20377;Uram , a helyi nemes [From.Location.GetName] területén, [FromFrom.GetTitledName], megpróbált elhallgattatni pár útonálló segítségével! Szerencsére sikerült megszöknöm. Mindenfelé el fogom vinni a híreket az õ romlottságáról és meg fogom törni a tekintélyét a hûbéresei között.\n\nA te alázatos Hírszerzõd,\n[From.GetTitledName];Mon seigneur, [FromFrom.GetTitledName], le noble de [From.Location.GetName], a tenté de me faire taire par l'entremise de brutes chargées de me tuer*! Je suis heureusement parvenu à m’échapper. Je vais prendre les devants et répandre la rumeur de sa corruption et détruire sa réputation parmi ses vassaux.\n\nvotre humble maître-espion,\n[From.GetTitledName];Uram , a helyi nemes [From.Location.GetName] területén, [FromFrom.GetTitledName], megpróbált elhallgattatni pár útonálló segítségével! Szerencsére sikerült megszöknöm. Mindenfelé el fogom vinni a híreket az õ romlottságáról és meg fogom törni a tekintélyét a hûbéresei között.\n\nA te alázatos Hírszerzõd,\n[From.GetTitledName];;Mi Señor, ¡el señor feudal de [From.Location.GetName], [FromFrom.GetTitledName], intentó silenciarme enviando a unos bandidos a asesinarme!. Gracias a Dios conseguí escapar. Ahora me encargaré de extender el rumor de que es un corrupto y destruir su reputación entre sus vasallos.\n\nTu humilde Jefe de Espias,\n[From.GetTitledName];;;;;;;;;x
