#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
HAS_MORE_RAISED_TROOP_DAYS;Katonák kiállítva több, mint §Y$DAYS$§! napja\n;Troupes levées depuis au moins §Y$DAYS$§! jours\n;Katonák kiállítva több, mint §Y$DAYS$§! napja\n;;Tropas reclutadas al menos §Y$DAYS$§! Días\n;;;;;;;;;x
SET_RAISED_TROOP_OPINION;§Y$ACTIVE$§! kiállított katonák vélemény napok vs §Y$PASSIVE$§! erre az értékre állítva §Y$MUCH$§!.\n;Le nombre de jours pendant lesquels §Y$ACTIVE$'s§! augmente l'opinion sur la levée de troupes contre §Y$PASSIVE$§! passe à §Y$MUCH$§!.\n;§Y$ACTIVE$§! kiállított katonák vélemény napok vs §Y$PASSIVE$§! erre az értékre állítva §Y$MUCH$§!.\n;;Días de leva reclutada §Y$ACTIVE$§! contra §Y$PASSIVE$§! Puesta a §Y$MUCH$§!.\n;;;;;;;;;x
CONTESTED_TITLE;Elvitatott titulus: $TITLE$;Titre contesté : $TITLE$;Elvitatott titulus: $TITLE$;;Título disputado: $TITLE$;;;;;;;;;x
THREAT_REASON_HATRED;Alacsony vélemény;Mauvaise opinion;Alacsony vélemény;;Mala Opinión;;;;;;;;;x
THREAT_REASON_LOVE;Magas vélemény;Haute opinion;Magas vélemény;;Buena Opinión;;;;;;;;;x
THREAT_REASON_CB;Casus Belli;Casus Belli;Casus Belli;;Casus Belli;;;;;;;;;x
THREAT_REASON_PRETENDER;Örökös;Prétendant;Örökös;;Pretendiente;;;;;;;;;x
THREAT_REASON_CLAIMANT;Követelõ;Solliciteur;Követelõ;;Aspirante;;;;;;;;;x
THREAT_REASON_DISTANCE;Távolság;Distance;Távolság;;Distancia;;;;;;;;;x
THREAT_LIEGE_CULTURE;Azonos kultúra;Même culture;Azonos kultúra;;Misma Cultura;;;;;;;;;x
THREAT_LIEGE_RELIGION;Azonos vallás;Même religion;Azonos vallás;;Misma Religión;;;;;;;;;x
THREAT_LIEGE_DEJURELIEGE;De jure hûbérúr;Souverain de jure;De jure hûbérúr;;Señor de Iure;;;;;;;;;x
INGAME_STORE;Ingame bolt;Boutique en jeu;Ingame bolt;;Tienda del Juego;;;;;;;;;x
tut_3c_6;Többszintû törvények I;Lois multiples;Többszintû törvények I;;Leyes multiples;;;;;;;;;x
tut_3c_7;Ha megnyitod a törvény képernyõt, Bretagne hercegi törvényeit fogod látni. Bretagne de jure Franciaország része, tehát a francia koronatörvények téged is érintenek majd. Hogy lásd hogyan, kattints a jobb felsõ részen lévõ pajzsra.;En ouvrant le menu des lois, vous voyez les lois ducales de Bretagne. La Bretagne fait légalement partie de la France, et les lois françaises vous concerneront également. Pour voir comment, cliquez sur le bouclier en haut à droite de votre écran.;Ha megnyitod a törvény képernyõt, Bretagne hercegi törvényeit fogod látni. Bretagne de jure Franciaország része, tehát a francia koronatörvények téged is érintenek majd. Hogy lásd hogyan, kattints a jobb felsõ részen lévõ pajzsra.;;Al abrir la pantalla Leyes, verás las leyes del ducado de Bretaña. No obstante, Bretaña pertenece de facto a Francia, por lo que las leyes de la corona de Francia también te afectarán. Para ver cómo, debes hacer clic en el escudo de la parte superior derecha.;;;;;;;;;x
tut_3c_8;Többszintû törvények II;Lois multiples II;Többszintû törvények II;;Leyes multiples II;;;;;;;;;x
tut_3c_9;Vannak olyan francia törvények, amelyek hatással lehetnek Brittaniára. A felsõ részen az örökösítési törvényeket, alul pedig a korona törvényeket láthatod. Kattints a tovább gombra a fejezet befejezéséhez.;Certaines lois en vigueur en France peuvent avoir un impact en Bretagne. En haut de la fenêtre, vous trouverez les lois de succession françaises, et en bas les lois de couronnement. Cliquez sur Suivant pour terminer cette section.;Vannak olyan francia törvények, amelyek hatással lehetnek Brittaniára. A felsõ részen az örökösítési törvényeket, alul pedig a korona törvényeket láthatod. Kattints a tovább gombra a fejezet befejezéséhez.;;Las leyes de Francia podrían afectar a Bretaña. Puedes ver las leyes que rigen en Francia en la parte superior y también las leyes de la corona en la parte inferior. Haz clic en Siguiente para finalizar esta parte.;;;;;;;;;x
REINFORCE_TOOLTIP;A következõ hónapban, $NUM$ számú új katona lesz toborozva;Le mois prochain, le nombre de soldats recrutés sera de $NUM$;A következõ hónapban, $NUM$ számú új katona lesz toborozva;;El Próximo mes, $NUM$ nuevos soldados habrán sidos reclutados;;;;;;;;;x
other_claim_desc;Ez a casus belli §Y$PRESSER$§! által használható §Y$CLAIMANT$'s§! követelésének érvényesítésére §Y$TITLE$§! estén.\nHa §Y$PRESSER$§! és §Y$CLAIMANT$§! azonos dinasztiából származnak, vagy ha §Y$PRESSER$§! a de jure hûbérura §Y$TITLE$§! titulusnak, akkor §Y$CLAIMANT$§! ezentúl §Y$PRESSER$§! hûbéresévé fog válni.;Ce Casus Belli peut être utilisé par §Y$PRESSER$§! pour appuyer les revendications de §Y$CLAIMANT$§! sur le §Y$TITLE$§!.\nSi §Y$PRESSER$§! et §Y$CLAIMANT$§! font partie de la même dynastie, ou si §Y$PRESSER$§! est souverain de jure de §Y$TITLE$§!, §Y$CLAIMANT$§! deviendra aussi vassal de §Y$PRESSER$§!.;Ez a casus belli §Y$PRESSER$§! által használható §Y$CLAIMANT$'s§! követelésének érvényesítésére §Y$TITLE$§! estén.\nHa §Y$PRESSER$§! és §Y$CLAIMANT$§! azonos dinasztiából származnak, vagy ha §Y$PRESSER$§! a de jure hûbérura §Y$TITLE$§! titulusnak, akkor §Y$CLAIMANT$§! ezentúl §Y$PRESSER$§! hûbéresévé fog válni.;;Este Casus Belli puede ser usado por §Y$PRESSER$§! para exigir la reclamación de §Y$CLAIMANT$§! al §Y$TITLE$§!.\nSi §Y$PRESSER$§! y §Y$CLAIMANT$§! son de la misma dinastía, o si §Y$PRESSER$§! es Señor de iure de §Y$TITLE$§!, ¡§Y$CLAIMANT$§! también se convertira en vasallo de §Y$PRESSER$§!.;;;;;;;;;x
TECH_GROWTH_PROG_SETUP;Elõrelépés folyamata az uradalmadon;Progrès de l'avancée dans le domaine;Elõrelépés folyamata az uradalmadon;;Progreso en el desarrollo de la Heredad;;;;;;;;;x
TECH_GROWTH_PROG_LOG;$TECH$ terén elõrelépés történt $PROV$ területén §Y$PROG$§! értékkel;Avancée de la technologie $TECH$ en $PROV$ augmentée de §Y$PROG$§!;$TECH$ terén elõrelépés történt $PROV$ területén §Y$PROG$§! értékkel;;El progreso de $TECH$ desarrollado en $PROV$ aumenta a §Y$PROG$§!;;;;;;;;;x
TECH_GROWTH_REALM_SETUP;Elõrelépés a birodalomban;Avancée technologique dans le royaume;Elõrelépés a birodalomban;;Progreso en el Reino;;;;;;;;;x
TECH_GROWTH_REALM_LOG;$TECH$ terén a helyi ismereteink javultak $PROV$ területén §Y$LEVEL$§! szintre;L'expertise locale en matière de $TECH$ a atteint le niveau §Y$LEVEL$§! en $PROV$;$TECH$ terén a helyi ismereteink javultak $PROV$ területén §Y$LEVEL$§! szintre;;El conocimiento local de $TECH$ en $PROV$ ha aumentado a nivel §Y$LEVEL$§!;;;;;;;;;x
TECH_GROWTH_PROG_REALM_SETUP;Elõrelépés folyamata a birodalomban;Avancée technologique dans le royaume;Elõrelépés folyamata a birodalomban;;Progreso en el desarrollo del Reino;;;;;;;;;x
TECH_GROWTH_PROG_REALM_LOG;$TECH$ terén helyi elõrelépés történt $PROV$ területén §Y$PROG$§! értékkel;L'expertise locale en matière de $TECH$ a progressé de §Y$PROG$§! en $PROV$;$TECH$ terén helyi elõrelépés történt $PROV$ területén §Y$PROG$§! értékkel;;El progreso local de $TECH$ investigado en $PROV$ aumenta a §Y$PROG$§!;;;;;;;;;x
LOADING_TIP_0;Az 'uradalom' kastélyok, városok és monostorok gyûjteménye egy személy birtokában.;Un 'domaine' est l'ensemble des Châteaux, Cités et Temples possédé par une personne.;Az 'uradalom' kastélyok, városok és monostorok gyûjteménye egy személy birtokában.;;Una «heredad» es un conjunto de Castillos, Villas y Templos pertenecientes a una persona.;;;;;;;;;x
LOADING_TIP_49;Óvatosan vizsgáld a feleséged tulajdonságait.;Vérifiez bien les caractéristiques de votre femme;Óvatosan vizsgáld a feleséged tulajdonságait.;;Comprueba cuidadosamente los rasgos de tu esposa;;;;;;;;;x
EVTDESC3340;Majdnem lenyeltem a nyelvem, amikor egy barátságos udvaronc a tiszteletérõl tett tanubizonyságot. Azt hitte, hogy nemtetszésemnek adtam hangot és feldúlva elhagyta az udvart.;J'ai presque avalé ma langue lorsqu'un courtisan sympathisant est venu me présenter ses respects. Il a cru qu'il m'importunait et s'en est allé perplexe.;Majdnem lenyeltem a nyelvem, amikor egy barátságos udvaronc a tiszteletérõl tett tanubizonyságot. Azt hitte, hogy nemtetszésemnek adtam hangot és feldúlva elhagyta az udvart.;;Casi me trago la lengua cuando un amigo cortesano me mostró sus respetos. Pensó que estaba descontento con él y se marchó perplejo.;;;;;;;;;x
EVTOPTA3340;Úgy vélem elvesztettem a tiszteletét…;Je pense avoir perdu son estime…;Úgy vélem elvesztettem a tiszteletét…;;Pienso que he perdido su respeto...;;;;;;;;;x
alert_dejure_claim_instant;§YDe jure követelséid foganatosíthatod§!;§YVous pouvez Appuyer des revendications ducales de jure§!;§YDe jure követelséid foganatosíthatod§!;;§YPuedes reclamar reivindicaciones por ducado de iure§!;;;;;;;;;x
alert_dejure_claim_delayed;Az alábbi de jure hercegi követeléseket foganatosíthatod: $LIST$;Les revendications ducales de jure suivantes peuvent être appuyées : $LIST$;Az alábbi de jure hercegi követeléseket foganatosíthatod: $LIST$;;Las siguientes reivindicaciones por ducado de iure pueden ser reclamadas: $LIST$;;;;;;;;;x
PRESSABLE_CLAIM;$COUNTY$, for $CLAIMANT$;$COUNTY$, pour $CLAIMANT$;$COUNTY$, for $CLAIMANT$;;$COUNTY$, por $CLAIMANT$;;;;;;;;;x
OPT_draw_trees;Fák renderelése;Rendu des arbres;Fák renderelése;;Dibujar árboles;;;;;;;;;x
OPT_draw_rivers;Folyók renderelése;Rendu des rivières;Folyók renderelése;;Dibujar ríos;;;;;;;;;x
OPT_draw_citysprawl;Városok renderelése;Rendu de l'extension urbaine ;Városok renderelése;;Dibujar ciudades;;;;;;;;;x
tut_4c_11;Házasság hatásai;Conséquences des mariages;Házasság hatásai;;Efectos del Matrimonio;;;;;;;;;x
OPT_legacy_shaders;Örökség grafikus mód;Mode graphique hérité;Örökség grafikus mód;;Modo de gráficos legado;;;;;;;;;x
