#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
INTERACTION_RELIGION_MUST_MARRY_REGULARLY;$RELIGION$ vallású karakterek nem házasodhatnak matrilineárisan!;Un personnage $RELIGION$ ne peut contracter un mariage matrilinéaire.;$RELIGION$ Charaktere können nicht matrilineal heiraten!;;¡Los personajes de religión $RELIGION$ no pueden casarse matrilinealmente!;;;;;;;;;x
opinion_deposed_antipope;Megdöntött egy ellenpápát;A déposé un antipape.;Hat einen Gegenpapst abgesetzt;;Depuso a un Antipapa;;;;;;;;;x
depose_antipope_desc;Ez a casus belli egy ellenpápa megdöntésére használható egy másik birodalom ellen;Ce casus belli peut être utilisé pour déposer l’antipape d’un autre territoire.;Mit dieses Casus Belli könnt ihr einen Gegenpapst in einem anderen Reich absetzen;;Este casus belli puede usarse para deponer a un Antipapa en otro reino.;;;;;;;;;x
CB_NAME_DEPOSE_ANTIPOPE;Ellenpápa megdöntése;Déposer un antipape.;Gegenpapst absetzen;;Deponer Antipapa;;;;;;;;;x
WAR_NAME_DEPOSE_ANTIPOPE;$FIRST_ADJ$-$SECOND_ADJ$ ellenpápa háború;Guerre $FIRST_ADJ$ de déposition de l’antipape $SECOND_ADJ$.;$FIRST_ADJ$-$SECOND_ADJ$ Gegenpapst-Krieg;;Guerra Antipapal $FIRST_ADJ$-$SECOND_ADJ$;;;;;;;;;x
CB_NAME_INSTALL_ANTIKING;Ellenkirály kinevezése;Installer un anti-roi.;Gegenkönig einsetzen;;Instalar Antirrey;;;;;;;;;x
WAR_NAME_INSTALL_ANTIKING;$FIRST_ADJ$-$SECOND_ADJ$ ellenkirály háború;Guerre de l’anti-roi $FIRST_ADJ$ pour le trône $SECOND_ADJ$.;$FIRST_ADJ$-$SECOND_ADJ$ Gegenkönig-Krieg;;Guerra Antirreal $FIRST_ADJ$-$SECOND_ADJ$;;;;;;;;;x
ANTIPOPE_RECENTLY_DEPOSED;§REgy ellenpápát mostanában erõvel döntöttek meg§!;§RUn antipape fut récemment déposé§!;§REin Gegenpapst wurde erst kürzlich abgesetzt§!;;§RUn Antipapa fue depuesto recientemente por la fuerza de las armas§!;;;;;;;;;x
ANTIPOPE_CREATION_WRONG_RELIGION;§RNem $RELIGION$§ vallású!;§RN'est pas $RELIGION$.§!;§RIst nicht $RELIGION$§!;;§RNo es de religión $RELIGION$§!;;;;;;;;;x
faction_antiking_short;[From.GetFirstName] ellenkirály;anti-roi [From.GetFirstName];Gegenkönig [From.GetFirstName];;Antirrey [From.GetFirstName];;;;;;;;;x
faction_antiking_title;[From.GetFirstName] ellenkirály a [This.GetName] titulusért;anti-roi [From.GetFirstName] pour le trône de [This.GetName];Gegenkönig [From.GetFirstName] für [This.GetName];;Antirrey [From.GetFirstName] en [This.GetName];;;;;;;;;x
faction_antiking_desc;A tagok a pápa hatalmának helyreállítását szeretnék [This.GetName] területén úgy, hogy §Y[From.GetBestName]§! személyét a trónra segítik, megdöntik az ellenpápát, és a pápai invesztitúrát helyreállítják.;Ses membres cherchent à restaurer l’autorité pontificale en [This.GetName] en installant §Y[From.GetBestName]§! sur le trône, en déposant tout antipape et en proclamant la loi d’investiture pontificale des évêques.;Mitglieder wollen die Autorität des Papsts in [This.GetName] wiederherstellen, §Y[From.GetBestName]§! Auf den Thron setzen, den Gegenpapst absetzen und die päpstliche Investitur erzwingen.;;Sus miembros desean restaurar la autoridad pontificia en [This.GetName] instalando a §Y[From.GetBestName]§! en el trono, deponiendo al Antipapa y pasando la ley de Investidura Pontifica.;;;;;;;;;x
faction_antiking_ultimatum;Trón követelése;Demander le trône.;Den Thron fordern;;Demand the Throne;;;;;;;;;x
faction_antiking_ultimatum_desc;Ultimátum bemutatása §Y[Root.Liege.GetBestName]§! személyének, amelyben követeljük a trónt, az ellenpápa megdöntését és a pápai invesztitúra helyreállítását. Ha [Root.Liege.GetSubjectPronoun] ellenszegül a követeléseknek, akkor a frakciód fellázad.;Présenter un ultimatum à §Y[Root.Liege.GetBestName]§!, demandant le trône, renversant les antipapes et instituant l’investiture pontificale des évêques. Si [Root.Liege.GetSubjectPronoun] refuse de s’y soumettre, votre faction se soulèvera.;Ein Ultimatum an §Y[Root.Liege.GetBestName]§! geben, in dem wir den Thron, die Absetzung des Gegenpapstes und die Einführung der päpstliche Investitur verlangen. Sollte [Root.Liege.GetSubjectPronoun] dies ablehnen, wird Eure Fraktion einen Aufstand anzetteln.;;Presentar un ultimatum a §Y[Root.Liege.GetBestName]§!, demandándole el trono, la deposición del Antipapa y la institución de la Investidura Pontificia. Si rechaza aceptar estos términos, tu facción se levantará contra [Root.Liege.GetSubjectPronoun];;;;;;;;;x
EVTDESC8200;Most véget vetsz a szégyentelen ellenpápa támogatásának. A Szentatya áldását adta arra, hogy [Root.PrimaryTitle.GetName] trónja reám száljon, hogy a birodalmat vissza tudjuk vezetni az igaz [From.Religion.GetName] közösségbe. Engedj ennek a követelésnek békében, vagy nézz szembe a következményekkel. Az igazak mind velem vannak!\n\nAlulírott,\n[From.GetTitledName];Votre soutient honteux au faux pope doit prendre fin maintenant. Le Saint-Père a reconnu que le trône de [Root.PrimaryTitle.GetName] doit m’être remis afin que notre principauté puisse être ramenée à la véritable bergerie [From.Religion.GetName]. Soumettez-vous paisiblement à cette demande ou vous en subirez les conséquences. Les vertueux se tiennent derrière moi ! \n\nSigned,\n[From.GetTitledName];Eure schändliche Unterstützung für den falschen Papst muss aufhören. Der Heilige Vater hat entschieden dass der Thron von [Root.PrimaryTitle.GetName] an mich gehen muss, damit das Reich zur wahren Religion des [From.Religion.GetName] zurückgeführt werden kann. Akzeptiert diese Forderung oder spürt die Konsequenzen. Gott ist mit uns!\n\nSigned,\n[From.GetTitledName];;Tu lamentable apoyo a un falso Papa debe terminar inmediatamente. El Santo Padre acordó que el trono de [Root.PrimaryTitle.GetName] debe ser mio para que el Reino pueda volver a la única y verdadera senda [From.Religion.GetName]. Acepta pacificamente esta propuesta o atente a las consecuencias. ¡Los justos están conmigo!\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
EVTDESC8201;Inkább, mint hogy polgárháború tépázza a birodalmat, [From.GetTitledName] beleegyezett, hogy rám ruházza át a trónt. A konfliktusban nyújott támogatásod nem fog feledésbe merülni.\n\nTisztelettel,\n[FromFrom.GetTitledName];Plutôt que de laisser la guerre civile déchirer notre principauté en morceaux, [From.GetTitledName] a accepté de renoncer au trône à mon profit. Le précieux soutient que vous m’avez apporté durant ce conflit ne sera pas oublié.\n\nSincèrement,\n[FromFrom.GetTitledName];Um zu verhindern, dass ein Bürgerkrieg das Reich zerreißt, hat [From.GetTitledName] beschlossen, mir den Thron zu überlassen. Ich werde Eure wertvolle Unterstützung in diesem Konflikt nicht vergessen.\n\nHochachtungsvoll,\n[FromFrom.GetTitledName];;No queriendo llevar al Reino a una sangrienta Guerra Civil, [From.GetTitledName] ha aceptado entregarme la corona. Tu valioso apoyo en este conflicto no será olvidado.\n\nAtentamente,\n[FromFrom.GetTitledName];;;;;;;;;x
EVTDESC8202;A pápa által kijelölt ellenkirály-frakció nyomása alatt, [From.GetTitledName] lemondott a trónjáról.;Sous la pression de la faction de l’anti-roi soutenue par le pape, [From.GetTitledName] a accepté de renoncer à son trône.;Unter dem Druck der Antikönigs-Fraktion, welche die Unterstützung des Papstes genießt, hat [From.GetTitledName] entschieden seinen Thron aufzugeben.;;Bajo la presión de la facción antirreal apoyada por el Papa, [From.GetTitledName] ha acordado abdicar al trono.;;;;;;;;;x
EVTDESC8203;Inkább, mint hogy polgárháború tépázza a birodalmat, beleegyezem a trónról való lemondásomba. De ez az aljas zsarolás nem fog a feledésbe merülni...\n\nSigned,\n[From.GetTitledName];Plutôt que de prendre le risque d’une guerre civile déchirant notre principauté en morceaux, j’ai décidé d’accéder à votre demande et renoncer à mon trône. Soyez sûr que ce traître chantage ne sera pas oublié…\n\nSigné,\n[From.GetTitledName];Um zu verhindern, dass ein Bürgerkrieg das Reich zerreißt, habe ich beschlossen, Eure Forderung zu akzeptieren und meinen Thron aufgegeben. Aber ich werde eure Erpressung nicht vergessen...\n\nHochachtungsvoll,\n[From.GetTitledName];;No queriendo arriesgar que el Reino se resquebraje en una Guerra Civil, he decidido aceptar tu demanda y ceder mi corona. Pero este vil acto de chantaje no será olvidado...\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
REL_HEAD_ALLY_CB;Vallási vezetõ szövetséges háborúban ;Allié du chef religieux;Verbündeter des im Krieg befindlichen Religionsoberhauptes;;Cabeza Religiosa aliada en guerra;;;;;;;;;x
ANTIPOPE_CREATOR_MUST_BE_INDEPENDENT;§RFüggetlennek kell lenned ellenpápa kinevezéséhez§!;§Rvous devez être indépendant pour pouvoir mettre en place un antipape§!;§Rihr müsst unabhängig sein, um einen Gegenpapst zu ernennen§!;;§Debes ser independiente para crear un Antipapa§!;;;;;;;;;x
ca_culture_jewish_1;Zsidó nehézgyalogsági laktanya;Caserne d’infanterie lourde juive;Übungsplatz für jüdische Schwere Infanterie;;Barracas de Infantería Pesada judia;;;;;;;;;x
ca_culture_jewish_2;Zsidó nehézgyalogsági laktanya;Caserne d’infanterie lourde juive;Übungsplatz für jüdische Schwere Infanterie;;Barracas de Infantería Pesada judia;;;;;;;;;x
ca_culture_jewish_3;Zsidó nehézgyalogsági laktanya;Caserne d’infanterie lourde juive;Übungsplatz für jüdische Schwere Infanterie;;Barracas de Infantería Pesada judia;;;;;;;;;x
ca_culture_jewish_4;Zsidó nehézgyalogsági laktanya;Caserne d’infanterie lourde juive;Übungsplatz für jüdische Schwere Infanterie;;Barracas de Infantería Pesada judia;;;;;;;;;x
ca_culture_jewish_1_desc;Ebben az épületben képezik ki a zsidó uralkodókat szolgáló elit gyalogságot. Különös figyelmet szentelnek a gyalogosok felszerelésének a legkiválóbb páncéllal , ami csak pénzért megvehetõ.  Ez, kiegészítve a kemény kiképzéssel és a vasfegyelemmel, igazán félelmetes elitalakulattá teszi õket.;C’est là que l’infanterie d’élite au service d’un seigneur juif s’entraîne. Une attention spéciale est donnée pour équiper les soldats avec les meilleures armures lourdes qui puissent être achetées. Cela, combiné avec l’entraînement rigoureux et une discipline de fer, font de ces soldats une terrifiante force d’élite.;Hier übt die Elite-Infanterie der jüdischen Herrscher. Besonderer Aufwand wird betrieben um die Soldaten mit den besten und teuersten schweren Rüstungen auszustatten. Kombiniert mit rigorosem Training und eisener Disziplin werden diese Soldaten zu einer gefürchteten Elitetruppe.;;Aquí es donde se entrena la infantería de élite que sirve a los señores judios. Se pone especial atención en equipar a los soldados con la mejor armadura que el dinero pueda comprar. Combinado esto con el entrenamiento riguroso y la disciplina férrea, hacen que estas fuerzas de élite sean realmente temidas.;;;;;;;;;x
RETTYPE_CUL_JEWISH;Bar Kochba õrei;Garde de Bar Kochba;Garde Bar Kochba;;Guardias Bar Kochba;;;;;;;;;x
convert_to_spouse_cathar;Áttérés a katarizmusra;Se convertir au catharisme;Zum Katharismus konvertieren;;Convertir al Catarismo;;;;;;;;;x
convert_to_spouse_cathar_desc;Az esti beszélgetések egy feleséggel vagy ágyassal nagyon meggyõzõek lehetnek. Habár ez a fehér Krisztus nem túl harcias alkat…;Les confidences sur l'oreiller d'un époux, d'une épouse ou d'une concubine peuvent être très persuasives. Cependant, ce Blanc-Jésus ne semble pas très belliqueux... ;Das Bettgeflüster einer Gemahlin oder Konkubine kann sehr überzeugend sein. Dieser weiße Christus klingt allerdings nicht sehr kriegerisch…;;Las conversaciones de alcoba con una esposa o concubina pueden resultar muy persuasivas. Sin embargo este Cristo Blanco no suena muy belicoso…;;;;;;;;;x
convert_to_spouse_fraticelli;Áttérés a fraticcellire;Se convertir au fraticellisme.;Zu Fraticelli konvertieren;;Convertir a Fraticellismo;;;;;;;;;x
convert_to_spouse_fraticelli_desc;Az esti beszélgetések egy feleséggel vagy ágyassal nagyon meggyõzõek lehetnek. Habár ez a fehér Krisztus nem túl harcias alkat…;Les confidences sur l'oreiller d'un époux, d'une épouse ou d'une concubine peuvent être très persuasives. Cependant, ce Blanc-Jésus ne semble pas très belliqueux... ;Das Bettgeflüster einer Gemahlin oder Konkubine kann sehr überzeugend sein. Dieser weiße Christus klingt allerdings nicht sehr kriegerisch…;;Las conversaciones de alcoba con una esposa o concubina pueden resultar muy persuasivas. Sin embargo este Cristo Blanco no suena muy belicoso…;;;;;;;;;x
convert_to_spouse_waldensian;Áttérés a waldenziánusra;Se convertir à l’enseignement de l’Église vaudoise.;Zu Waldenser konvertieren;;Convertir a Valdensianismo;;;;;;;;;x
convert_to_spouse_waldensian_desc;Az esti beszélgetések egy feleséggel vagy ágyassal nagyon meggyõzõek lehetnek. Habár ez a fehér Krisztus nem túl harcias alkat…;Les confidences sur l'oreiller d'un époux, d'une épouse ou d'une concubine peuvent être très persuasives. Cependant, ce Blanc-Jésus ne semble pas très belliqueux... ;Das Bettgeflüster einer Gemahlin oder Konkubine kann sehr überzeugend sein. Dieser weiße Christus klingt allerdings nicht sehr kriegerisch…;;Las conversaciones de alcoba con una esposa o concubina pueden resultar muy persuasivas. Sin embargo este Cristo Blanco no suena muy belicoso…;;;;;;;;;x
convert_to_spouse_lollard;Áttérés a lollardra;Se convertir au lollardisme;Zu Lollard konvertieren;;Convertir a Lolardismo;;;;;;;;;x
convert_to_spouse_lollard_desc;Az esti beszélgetések egy feleséggel vagy ágyassal nagyon meggyõzõek lehetnek. Habár ez a fehér Krisztus nem túl harcias alkat…;Les confidences sur l'oreiller d'un époux, d'une épouse ou d'une concubine peuvent être très persuasives. Cependant, ce Blanc-Jésus ne semble pas très belliqueux... ;Das Bettgeflüster einer Gemahlin oder Konkubine kann sehr überzeugend sein. Dieser weiße Christus klingt allerdings nicht sehr kriegerisch…;;Las conversaciones de alcoba con una esposa o concubina pueden resultar muy persuasivas. Sin embargo este Cristo Blanco no suena muy belicoso…;;;;;;;;;x
convert_to_spouse_bogomilist;Áttérés a bogumilizmusra;Se convertir au bogomilisme;Zu bogomilischen Glauben konvertieren;;Convertir a Bogomilismo;;;;;;;;;x
convert_to_spouse_bogomilist_desc;Az esti beszélgetések egy feleséggel vagy ágyassal nagyon meggyõzõek lehetnek. Habár ez a fehér Krisztus nem túl harcias alkat…;Les confidences sur l'oreiller d'un époux, d'une épouse ou d'une concubine peuvent être très persuasives. Cependant, ce Blanc-Jésus ne semble pas très belliqueux... ;Das Bettgeflüster einer Gemahlin oder Konkubine kann sehr überzeugend sein. Dieser weiße Christus klingt allerdings nicht sehr kriegerisch…;;Las conversaciones de alcoba con una esposa o concubina pueden resultar muy persuasivas. Sin embargo este Cristo Blanco no suena muy belicoso…;;;;;;;;;x
convert_to_spouse_nestorian;Áttérés a nestorizmusra;Se convertir au nestorianisme;Zu Nestorianer konvertieren;;Convertir a Nestorianismo;;;;;;;;;x
convert_to_spouse_nestorian_desc;Az esti beszélgetések egy feleséggel vagy ágyassal nagyon meggyõzõek lehetnek. Habár ez a fehér Krisztus nem túl harcias alkat…;Les confidences sur l'oreiller d'un époux, d'une épouse ou d'une concubine peuvent être très persuasives. Cependant, ce Blanc-Jésus ne semble pas très belliqueux... ;Das Bettgeflüster einer Gemahlin oder Konkubine kann sehr überzeugend sein. Dieser weiße Christus klingt allerdings nicht sehr kriegerisch…;;Las conversaciones de alcoba con una esposa o concubina pueden resultar muy persuasivas. Sin embargo este Cristo Blanco no suena muy belicoso…;;;;;;;;;x
convert_to_spouse_monothelite;Áttérés a monotelitára;Se convertir au monothélitisme;Zu Monothelit konvertieren;;Convertir a Monotelismo;;;;;;;;;x
convert_to_spouse_monothelite_desc;Az esti beszélgetések egy feleséggel vagy ágyassal nagyon meggyõzõek lehetnek. Habár ez a fehér Krisztus nem túl harcias alkat…;Les confidences sur l'oreiller d'un époux, d'une épouse ou d'une concubine peuvent être très persuasives. Cependant, ce Blanc-Jésus ne semble pas très belliqueux... ;Das Bettgeflüster einer Gemahlin oder Konkubine kann sehr überzeugend sein. Dieser weiße Christus klingt allerdings nicht sehr kriegerisch…;;Las conversaciones de alcoba con una esposa o concubina pueden resultar muy persuasivas. Sin embargo este Cristo Blanco no suena muy belicoso…;;;;;;;;;x
convert_to_spouse_iconoclast;Áttérés az ikonoklasztra;Se convertir à l’iconoclasme;Zu Bilderstürmer konvertieren;;Convertir a Iconoclastia;;;;;;;;;x
convert_to_spouse_iconoclast_desc;Az esti beszélgetések egy feleséggel vagy ágyassal nagyon meggyõzõek lehetnek. Habár ez a fehér Krisztus nem túl harcias alkat…;Les confidences sur l'oreiller d'un époux, d'une épouse ou d'une concubine peuvent être très persuasives. Cependant, ce Blanc-Jésus ne semble pas très belliqueux... ;Das Bettgeflüster einer Gemahlin oder Konkubine kann sehr überzeugend sein. Dieser weiße Christus klingt allerdings nicht sehr kriegerisch…;;Las conversaciones de alcoba con una esposa o concubina pueden resultar muy persuasivas. Sin embargo este Cristo Blanco no suena muy belicoso…;;;;;;;;;x
convert_to_spouse_zikri;Áttérés a zikrire;Se convertir à la pratique du dhikr;Zu Zikri Islam konvertieren;;Convertir a Zikrísmo;;;;;;;;;x
convert_to_spouse_zikri_desc;Az esti beszélgetések egy feleséggel vagy ágyassal nagyon meggyõzõek lehetnek. Allah ugye legyõzi a régi isteneket?;Les confidences sur l'oreiller d'un époux, d'une épouse ou d'une concubine peuvent être très persuasives. Cependant, cet Allah peut-il vaincre les Anciens Dieux ?;Das Bettgeflüster einer Gemahlin oder Konkubine kann sehr überzeugend sein. Doch kann dieser Allah die Alten Götter wirklich schlagen?;;Las conversaciones de alcoba con una esposa o concubina pueden resultar muy persuasivas.  Aunque, ¿puede Alá vencer a las antiguas deidades?;;;;;;;;;x
convert_to_spouse_yazidi;Áttérés a yazidire;Se convertir au yézidisme;Zu Yazidi konvertieren;;Convertir a Yazidísmo;;;;;;;;;x
convert_to_spouse_yazidi_desc;Az esti beszélgetések egy feleséggel vagy ágyassal nagyon meggyõzõek lehetnek. Allah ugye legyõzi a régi isteneket?;Les confidences sur l'oreiller d'un époux, d'une épouse ou d'une concubine peuvent être très persuasives. Cependant, cet Allah peut-il vaincre les Anciens Dieux ?;Das Bettgeflüster einer Gemahlin oder Konkubine kann sehr überzeugend sein. Doch kann dieser Allah die Alten Götter wirklich schlagen?;;Las conversaciones de alcoba con una esposa o concubina pueden resultar muy persuasivas.  Aunque, ¿puede Alá vencer a las antiguas deidades?;;;;;;;;;x
convert_to_spouse_ibadi;Áttérés az ibádira;Se convertir à l'ibadisme;Zu Ibadi konvertieren;;Convertir a Ibadísmo;;;;;;;;;x
convert_to_spouse_ibadi_desc;Az esti beszélgetések egy feleséggel vagy ágyassal nagyon meggyõzõek lehetnek. Allah ugye legyõzi a régi isteneket?;Les confidences sur l'oreiller d'un époux, d'une épouse ou d'une concubine peuvent être très persuasives. Cependant, cet Allah peut-il vaincre les Anciens Dieux ?;Das Bettgeflüster einer Gemahlin oder Konkubine kann sehr überzeugend sein. Doch kann dieser Allah die Alten Götter wirklich schlagen?;;Las conversaciones de alcoba con una esposa o concubina pueden resultar muy persuasivas.  Aunque, ¿puede Alá vencer a las antiguas deidades?;;;;;;;;;x
convert_to_spouse_druze;Áttérés a druzéra;Se convertir à la religion druze;Zu Druse konvertieren;;Convertir a Drusismo;;;;;;;;;x
convert_to_spouse_druze_desc;Az esti beszélgetések egy feleséggel vagy ágyassal nagyon meggyõzõek lehetnek. Allah ugye legyõzi a régi isteneket?;Les confidences sur l'oreiller d'un époux, d'une épouse ou d'une concubine peuvent être très persuasives. Cependant, cet Allah peut-il vaincre les Anciens Dieux ?;Das Bettgeflüster einer Gemahlin oder Konkubine kann sehr überzeugend sein. Doch kann dieser Allah die Alten Götter wirklich schlagen?;;Las conversaciones de alcoba con una esposa o concubina pueden resultar muy persuasivas.  Aunque, ¿puede Alá vencer a las antiguas deidades?;;;;;;;;;x
convert_to_spouse_hurufi;Áttérés a hurufira;Se convertir au hurufisme;Zu Hurufi konvertieren;;Convertir a Hurufismo;;;;;;;;;x
convert_to_spouse_hurufi_desc;Az esti beszélgetések egy feleséggel vagy ágyassal nagyon meggyõzõek lehetnek. Allah ugye legyõzi a régi isteneket?;Les confidences sur l'oreiller d'un époux, d'une épouse ou d'une concubine peuvent être très persuasives. Cependant, cet Allah peut-il vaincre les Anciens Dieux ?;Das Bettgeflüster einer Gemahlin oder Konkubine kann sehr überzeugend sein. Doch kann dieser Allah die Alten Götter wirklich schlagen?;;Las conversaciones de alcoba con una esposa o concubina pueden resultar muy persuasivas.  Aunque, ¿puede Alá vencer a las antiguas deidades?;;;;;;;;;x
convert_to_spouse_mazdaki;Áttérés a mazdakira;Se convertir au mazdakisme;Zu Mazdakit konvertieren;;Convertir a Mazdakismo;;;;;;;;;x
convert_to_spouse_mazdaki_desc;Az esti beszélgetések egy feleséggel vagy ágyassal nagyon meggyõzõek lehetnek. Zoroaszter kétségtelenül bölcs próféta volt -  talán az élet tényleg küzdelem a jó és rossz között?;Les confidences sur l'oreiller d'un époux, d'une épouse ou d'une concubine peuvent être très persuasives. Zoroastre était évidemment un sage prophète. Peut-être que la vie est vraiment une lutte entre le bien et le mal ?;Das Bettgeflüster einer Gemahlin oder Konkubine kann sehr überzeugend sein. Zoroaster war zweifelsohne ein weiser Prophet – vielleicht ist das Leben wirklich ein Kampf zwischen Gut und Böse?;;Las conversaciones de alcoba con una esposa o concubina pueden resultar muy persuasivas. Zoroastro fue, sin duda, un sabio profeta. ¿Tal vez sea verdad que la vida es realmente una lucha entre el bien y el mal?;;;;;;;;;x
convert_to_spouse_manichean;Áttérés a manicsistára;Se convertir au manichéisme;Zu Manichäist konvertieren;;Convertir a Maniqueismo;;;;;;;;;x
convert_to_spouse_manichean_desc;Az esti beszélgetések egy feleséggel vagy ágyassal nagyon meggyõzõek lehetnek. Zoroaszter kétségtelenül bölcs próféta volt -  talán az élet tényleg küzdelem a jó és rossz között?;Les confidences sur l'oreiller d'un époux, d'une épouse ou d'une concubine peuvent être très persuasives. Zoroastre était évidemment un sage prophète. Peut-être que la vie est vraiment une lutte entre le bien et le mal ?;Das Bettgeflüster einer Gemahlin oder Konkubine kann sehr überzeugend sein. Zoroaster war zweifelsohne ein weiser Prophet – vielleicht ist das Leben wirklich ein Kampf zwischen Gut und Böse?;;La conversación de almohada de una esposa o concubina pueden resultar muy persuasiva. Zoroastro fue, sin duda, un sabio profeta. ¿Tal vez la vida es realmente una lucha entre el bien y el mal?;;;;;;;;;x
convert_to_spouse_monophysite;Áttérés a monofizitizmusra;Se convertir au monophysisme;Zum Monophysitismus konvertieren;;Convertir a Monofisismo;;;;;;;;;x
convert_to_spouse_monophysite_desc;Az esti beszélgetések egy feleséggel vagy ágyassal nagyon meggyõzõek lehetnek. Habár ez a fehér Krisztus nem túl harcias alkat…;Les confidences sur l'oreiller d'un époux, d'une épouse ou d'une concubine peuvent être très persuasives. Cependant, ce Blanc-Jésus ne semble pas très belliqueux…;Das Bettgeflüster einer Gemahlin oder Konkubine kann sehr überzeugend sein. Dieser weiße Christus klingt allerdings nicht sehr kriegerisch…;;Las conversaciones de alcoba con una esposa o concubina pueden resultar muy persuasivas. Sin embargo este Cristo Blanco no suena muy belicoso…;;;;;;;;;x
convert_to_spouse_samaritan;Áttérés a szamaritánusra;Se convertir au samaritanisme;Zu Samariter konvertieren;;Convertir a Samaritanismo;;;;;;;;;x
convert_to_spouse_samaritan_desc;Az esti beszélgetések egy feleséggel vagy ágyassal nagyon meggyõzõek lehetnek. Lehet, hohy Izrael gyermekei tényleg Isten választott népe?;Une discussion au lit avec son époux ou sa concubine peut être très convaincante. Peut-être ces enfants d'Israël sont-ils vraiment le peuple élu ?;Das Bettgeflüster einer Gattin oder Konkubine kann wirklich sehr überzeugend sein. Vielleicht sind die Kinder Israels wirklich Gottes Auserwählte?;;Las conversaciones de alcoba con una esposa o concubina pueden resultar muy persuasivas. Puede que estos Niños de Israel sean realmente los elegidos de Dios, ¿no?;;;;;;;;;x
convert_to_spouse_karaite;Áttérés a karaitizmusra;Se convertir au karaïsme;Zum karaitischen Glauben konvertieren;;Convertirse al karaitismo;;;;;;;;;x
convert_to_spouse_karaite_desc;Az esti beszélgetések egy feleséggel vagy ágyassal nagyon meggyõzõek lehetnek. Lehet, hohy Izrael gyermekei tényleg Isten választott népe?;Une discussion au lit avec son époux ou sa concubine peut être très convaincante. Peut-être ces enfants d'Israël sont-ils vraiment le peuple élu ?;Das Bettgeflüster einer Gattin oder Konkubine kann wirklich sehr überzeugend sein. Vielleicht sind die Kinder Israels wirklich Gottes Auserwählte?;;Las conversaciones de alcoba con una esposa o concubina pueden resultar muy persuasivas. Puede que estos Niños de Israel sean realmente los elegidos de Dios, ¿no?;;;;;;;;;x
narrow_flank_leader;Harci terep szakértõje;Maître des champs de bataille;Meister im Geländekampf;;Maestro del Terreno del Campo de Batalla;;;;;;;;;x
narrow_flank_leader_desc;Ez a karakter mesteri szintre emelte a védhetõ poziciók megtalálást a harcmezõn.;Ce personnage maîtrise l’art de trouver une position favorable parfaite lors de batailles défensives.;Dieser Charakter ist ein Meister im Geländekampf und kann oft das geeignete Terrain für eine defensive Schlacht finden.;;Este personaje se ha especializado en el arte de encontrar el terreno perfecto para las batallas defensivas.;;;;;;;;;x
