#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
RELEASE_FROM_PRISON_INTERACTION_0;§Y[Recipient.GetBestName]§! kiengedése a tömlöcbõl.;Libérez §Y[Recipient.GetBestName]§! de prison.;§Y[Recipient.GetBestName]§! aus dem Kerker freilassen.;;Libera a §Y[Recipient.GetBestName]§!.;;;;;;;;;x
RELEASE_FROM_PRISON_INTERACTION_1;A vazallusaid kegyesnek fognak tartani, a rólad kialakult véleményük §G$VAL$§! értékkel fog javulni..;Vos vassaux apprécieront votre clémence et leur opinion à votre égard augmentera de §G$VAL$§!.;Eure Vasallen werden Euch gnädig finden, was ihre Meinung über Euch um §G$VAL$§! erhöht.;;Tus vasallos te consideran compasivo y su opinión sobre ti aumenta un §G$VAL$§!.;;;;;;;;;x
TITLED_NAME_W_NICK;$HOLDING$i '$NICK$' $NAME$ $TITLE$;$TITLE$ $NAME$ '$NICK$' de $HOLDING$;$TITLE$ $NAME$ '$NICK$' von $HOLDING$;;$TITLE$ $NAME$ '$NICK$' de $HOLDING$;;;;;;;;;x
city_contract_0_desc;A város polgárainak fell kell ajánlaniuk a katonáik felét a birodalom védelme érdekében.;Les bourgeois sont tenus d’affecter une petite partie de leurs troupes à la défense du Royaume.;Die Bürger müssen die Hälfte ihrer Truppen zur Verteidigung des Reichs stellen.;;Se espera que los burgueses ofrezcan la mitad de sus tropas para defender el reino.;;;;;;;;;x
city_contract_1_desc;A város polgárainak fell kell ajánlaniuk a katonáik többségét a birodalom védelme érdekében.;Les bourgeois sont tenus d’affecter la moitié de leurs troupes à la défense du Royaume.;Die Bürger müssen einen Großteil ihrer Truppen zur Verteidigung des Reichs stellen.;;Se espera que los burgueses ofrezcan la mayoría de sus tropas para defender el reino.;;;;;;;;;x
city_contract_2_desc;A város polgárainak fell kell ajánlaniuk majdnem minden katonájukat a birodalom védelme érdekében.;Les bourgeois sont tenus d’affecter la majorité de leurs troupes à la défense du Royaume.;Die Bürger müssen fast alle ihrer Truppen zur Verteidigung des Reichs stellen.;;Se espera que los burgueses ofrezcan casi todas sus tropas para defender el reino.;;;;;;;;;x
city_contract_3_desc;A város polgárainak fel kell ajánlaniuk egy kis kontingens kivételével minden katonájukat a birodalom védelme érdekében.;Les bourgeois sont tenus d’affecter toutes leurs troupes à la défense du Royaume.;Die Bürger müssen bis auf ein winziges Kontingent ihre sämtlichen Truppen zur Verteidigung des Reichs stellen.;;Se espera que los burgueses ofrezcan todas sus tropas salvo unas pocas para defender el reino.;;;;;;;;;x
obj_become_chancellor_title;Betölti a [This.GetChancellorName] tisztséget;Devenir [This.GetChancellorName];[This.GetChancellorName] werden;;Convertirse en [This.GetChancellorName];;;;;;;;;x
obj_become_marshal_title;Betölti a [This.GetMarshalName] tisztséget;Devenir [This.GetMarshalName];[This.GetMarshalName] werden;;Convertirse en [This.GetMarshalName];;;;;;;;;x
obj_become_treasurer_title;Betölti a [This.GetTreasurerName] tisztséget;Devenir [This.GetTreasurerName];[This.GetTreasurerName] werden;;Convertirse en [This.GetTreasurerName];;;;;;;;;x
obj_become_spymaster_title;Betölti a [This.GetSpymasterName] tisztséget;Devenir [This.GetSpymasterName];[This.GetSpymasterName] werden;;Convertirse en [This.GetSpymasterName];;;;;;;;;x
obj_become_spiritual_title;Betölti a [This.GetLordSpiritualName] tisztséget;Devenir [This.GetLordSpiritualName];[This.GetLordSpiritualName] werden;;Convertirse en [This.GetLordSpiritualName];;;;;;;;;x
awesome_charge_tactic;Erõteljes roham taktika;Puissante Charge;Mächtige Sturmtaktik;;Táctica de carga poderosa;;;;;;;;;x
awesomer_charge_tactic;Elsöprõ roham taktika;Écrasante Charge;Überwältigende Sturmtaktik;;Táctica de carga abrumadora;;;;;;;;;x
romanian;vlach;valaque;Walachisch;;Valaco;;;;;;;;;x
#ca_keep_5;Jelentõs vártorony;Château;Großer Bergfried;;Bastión grande;;;;;;;;;x
#ca_keep_6;Hatalmas vártorony;Citadelle;Epischer Bergfried;;Bastión colosal;;;;;;;;;x
#ca_training_grounds_2;Nagy kiképzõtér;Cour de tir à l'arc;Große Übungsplätze;;Campo de entrenamiento grande;;;;;;;;;x
#ca_barracks_1;Õrszállás;Armurerie;Wachquartiere;;Cuarteles de la guardia;;;;;;;;;x
#ca_barracks_2;Kaszárnya;Tour de Guet;Kleine Kaserne;;Cuartel pequeño;;;;;;;;;x
#ca_barracks_3;Közepes kaszárnya;Corps des Gardes;Mittlere Kaserne;;Cuartel mediano;;;;;;;;;x
#ca_barracks_4;Nagy kaszárnya;Place d'arme;Große Kaserne;;Cuartel grande;;;;;;;;;x
#ca_barracks_5;Jelentõs kaszárnya;Garnison;Riesige Kaserne;;Cuartel grande;;;;;;;;;x
#ca_barracks_6;Királyi kaszárnya;Caserne;Königliche Kaserne;;Cuartel real;;;;;;;;;x
#ca_stable_1;Istálló;Enclos;Kleiner Stall;;Establo pequeño;;;;;;;;;x
#ca_stable_2;Közepes istálló;Étables;Mittlerer Stall;;Establo mediano;;;;;;;;;x
#ca_stable_3;Nagy istálló;Écurie;Großer Stall;;Establo grande;;;;;;;;;x
#ca_stable_4;Jelentõs istálló;Grande Écurie;Riesiger Stall;;Establo muy grande;;;;;;;;;x
#ca_stable_5;Királyi istálló;Écurie de Chevalerie;Königlicher Stall;;Establo real;;;;;;;;;x
#ca_town_1;Kastélyfalu;Village fortifié;Burgdorf;;Aldea del castillo;;;;;;;;;x
ca_town_1;Kastélyközség;Bourg fortifié;Burgstädtchen;;Pueblo del castillo;;;;;;;;;x
ca_town_2;Kastélyközség;Bourg fortifié;Burgstädtchen;;Pueblo del castillo;;;;;;;;;x
ca_town_3;Kastélyközség;Bourg fortifié;Burgstädtchen;;Pueblo del castillo;;;;;;;;;x
ca_town_4;Kastélyközség;Bourg fortifié;Burgstädtchen;;Pueblo del castillo;;;;;;;;;x
ca_town_5;Kastélyközség;Bourg fortifié;Burgstädtchen;;Pueblo del castillo;;;;;;;;;x
ca_town_6;Kastélyközség;Bourg fortifié;Burgstädtchen;;Pueblo del castillo;;;;;;;;;x
#ca_town_3;Kastélyváros;Cité fortifiée;Burgstadt;;Ciudad del castillo;;;;;;;;;x
#ca_town_4;Nagy kastélyváros;Cité fortifiée;Große Burgstadt;;Ciudad del castillo grande;;;;;;;;;x
#ca_town_5;Jelentõs kastélyváros;Grande cité fortifiée;Riesige Burgstadt;;Ciudad del castillo muy grande;;;;;;;;;x
#ca_culture_saxon_english_1;Egyszerû hosszúíjas lõtér;Prairie de tir d’arc long;Einfacher Langbogen-Schießplatz;;Arquería de arco largo sencilla;;;;;;;;;x
#ca_culture_scottish_1;Lándzsafal gyakorlótér;Terrain de piquiers;Kleiner Schiltron-Übungsplatz;;Zona de entrenamiento de falanges pequeña;;;;;;;;;x
#ca_culture_scottish_2;Közepes lándzsafal gyakorlótér;Quartier des lanciers;Mittlerer Schiltron-Übungsplatz;;Zona de entrenamiento de falanges mediana;;;;;;;;;x
#ca_culture_scottish_3;Nagy lándzsafal gyakorlótér;Quartier des schiltrons;Großer Schiltron-Übungsplatz;;Zona de entrenamiento de falanges grande;;;;;;;;;x
#ca_culture_scottish_4;Jelentõs lándzsafal gyakorlótér;Quartier des Hallebardiers;Riesiger Schiltron-Übungsplatz;;Zona de entrenamiento de falanges muy grande;;;;;;;;;x
#ca_culture_group_iberian_4;Jelentõs cabellero kiképzõtér;Grande lice des cabelleros;Riesiger Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros muy grande;;;;;;;;;x
#ca_culture_group_altaic_1;Kis lovaglótér;Petit camp équestre;Kleines Reitgelände;;Zona de equitación pequeña;;;;;;;;;x
#ca_culture_group_altaic_2;Közepes lovaglótér;Camp équestre;Mittleres Reitgelände;;Zona de equitación mediana;;;;;;;;;x
#ca_culture_group_altaic_3;Nagy lovaglótér;Grand camp équestre;Großes Reitgelände;;Zona de equitación grande;;;;;;;;;x
#ca_culture_group_altaic_4;Jelentõs lovaglótér;Grande chevauchée;Riesiges Reitgelände;;Zona de equitación muy grande;;;;;;;;;x
#ca_culture_italian_4;Jelentõs pikás kiképzõtér;Grand Quartier des picchiere;Riesiger Pikenier-Übungsplatz;;Zona de entrenamiento con lanza muy grande;;;;;;;;;x
#ca_culture_russian_4;Jelentõs druzhina kiképzõtér;Caserne des druzhinas;Riesiger Druschina-Übungsplatz;;Zona de entrenamiento de tropas selectas muy grande;;;;;;;;;x
#ct_training_grounds_6;Hatalmas milícia kiképzõtér;Place d'arme de la milice;Riesiger Miliz-Übungsplatz;;Zona de entrenamiento de la milicia muy grande;;;;;;;;;x
#ct_guard_1;Városõrség õrhely;Armurerie;Stadtwachenunterkünfte;;Cuarteles de la guardia de la ciudad;;;;;;;;;x
#ct_guard_2;Városi kaszárnya;Maison d'armes;Kleine Stadtkaserne;;Cuartel de la ciudad pequeño;;;;;;;;;x
#ct_guard_3;Városi közepes kaszárnya;Tour du Guet;Mittlere Stadtkaserne;;Cuartel de la ciudad mediano;;;;;;;;;x
#ct_guard_4;Városi nagy kaszárnya;Place d'arme du Guet;Große Stadtkaserne;;Cuartel de la ciudad grande;;;;;;;;;x
#ct_guard_5;Városi jelentõs kaszárnya;Garnison du Guet;Riesige Stadtkaserne;;Cuartel de la ciudad muy grande;;;;;;;;;x
#ct_guard_6;Városi hatalmas kaszárnya;Caserne du Guet;Riesige Stadtkaserne;;Cuartel de la ciudad enorme;;;;;;;;;x
tp_barracks_1;Monostori õrkvártély;Terrain d'exercice;Kirchenmilizquartiere;;Cuarteles de la milicia de la iglesia;;;;;;;;;x
tp_barracks_2;Monostori õrkvártély;Terrain d'exercice;Kirchenmilizquartiere;;Cuarteles de la milicia de la iglesia;;;;;;;;;x
tp_barracks_3;Monostori õrkvártély;Terrain d'exercice;Kirchenmilizquartiere;;Cuarteles de la milicia de la iglesia;;;;;;;;;x
tp_barracks_4;Monostori õrkvártély;Terrain d'exercice;Kirchenmilizquartiere;;Cuarteles de la milicia de la iglesia;;;;;;;;;x
tp_barracks_5;Monostori õrkvártély;Terrain d'exercice;Kirchenmilizquartiere;;Cuarteles de la milicia de la iglesia;;;;;;;;;x
tp_barracks_6;Monostori õrkvártély;Terrain d'exercice;Kirchenmilizquartiere;;Cuarteles de la milicia de la iglesia;;;;;;;;;x
#tp_barracks_2;Monostori milícia gyakorlótér;Terrain de tir à l’arc;Kleines Kirchenmilizgelände;;Zona de la milicia de la iglesia pequeña;;;;;;;;;x
#tp_barracks_3;Monostori közepes milícia gyakorlótér;Camp d'exercice;Mittleres Kirchenmilizgelände;;Zona de la milicia de la iglesia mediana;;;;;;;;;x
#tp_barracks_4;Monostori nagy milícia gyakorlótér;Grand camp d'entraînement;Großes Kirchenmilizgelände;;Zona de la milicia de la iglesia grande;;;;;;;;;x
#tp_barracks_5;Monostori jelentõs milícia gyakorlótér;Quartier des Moines-Combattants;Riesiges Kirchenmilizgelände;;Zona de la milicia de la iglesia muy grande;;;;;;;;;x
#tp_barracks_6;Monostori hatalmas milícia gyakorlótér;Commanderie épiscopale;Riesiges Kirchenmilizgelände;;Zona de la milicia de la iglesia enorme;;;;;;;;;x
#tp_elite_barracks_1;Monostori õrház;Commanderie des Frères-Soldats;Kirchen-Wachquartiere;;Cuarteles de la guardia religiosa;;;;;;;;;x
#tp_elite_barracks_2;Monostori kaszárnya;Commanderie des Frères-Sergents;Kleine Kirchenkaserne;;Cuartel de la iglesia pequeño;;;;;;;;;x
#tp_elite_barracks_3;Monostori közepes kaszárnya;Commanderie des Frères-Chevaliers;Mittlere Kirchenkaserne;;Cuartel de la iglesia mediano;;;;;;;;;x
#tp_elite_barracks_4;Monostori nagy kaszárnya;Commanderie des Croisés;Große Kirchenkaserne;;Cuartel de la iglesia grande;;;;;;;;;x
#tp_elite_barracks_5;Monostori jelentõs kaszárnya;Commanderie de l'Ordre;Riesige Kirchenkaserne;;Cuartel de la iglesia muy grande;;;;;;;;;x
#tp_elite_barracks_6;Monostori hatalmas kaszárnya;Grande Commanderie de l'Ordre;Riesige Kirchenkaserne;;Cuartel de la iglesia enorme;;;;;;;;;x
#tp_town_1;Monostor falu;Paroisse;Kirchendorf;;Pueblo de la iglesia;;;;;;;;;x
#k_andalusia;al-andalúz;Al-Andalus;Al-Andalus;;Al-Andalus;;;;;;;;;x
k_andalusia_adj;andalúz;Andalouse;Andalusisch;;Andalusí;;;;;;;;;x
DIFFRATING_0;Lehetetlen;Impossible;Unmöglich;;Imposible;;;;;;;;;x
DIFFRATING_10;Majdnem lehetetlen;Presque impossible;Fast unmöglich;;Casi imposible;;;;;;;;;x
DIFFRATING_20;Nagyon nehéz;Très difficile;Sehr schwer;;Muy difícil;;;;;;;;;x
DIFFRATING_30;Nehéz;Difficile;Schwer;;Difícil;;;;;;;;;x
DIFFRATING_40;Viszonylag nehéz;Relativement difficile;Relativ schwer;;Relativamente difícil;;;;;;;;;x
DIFFRATING_50;Átlagos;Normal;Normal;;Normal;;;;;;;;;x
DIFFRATING_60;Viszonylag könnyû;Relativement facile;Relativ einfach;;Relativamente fácil;;;;;;;;;x
DIFFRATING_70;Könnyû;Facile;Einfach;;Fácil;;;;;;;;;x
DIFFRATING_80;Nagyon könnyû;Très facile;Sehr einfach;;Muy fácil;;;;;;;;;x
DIFFRATING_90;Túl könnyû;Trop facile;Zu einfach;;Demasiado fácil;;;;;;;;;x
DIFFRATING_100;Céltalan;Inutile;Sinnlos;;Sin sentido;;;;;;;;;x
WAR_NAME_OTHER_CLAIM;$ORDER$$FIRST_ADJ$ $CLAIMANT$ háborúja $OTHER_TITLE$ birtokaiért;$ORDER$ Guerre $FIRST_ADJ$ de $CLAIMANT$ pour revendiquer : $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Krieg um $CLAIMANT$s Anspruch auf $OTHER_TITLE$;;$ORDER$Guerra $FIRST_ADJ$ por la reclamación de $CLAIMANT$ sobre $OTHER_TITLE$;;;;;;;;;x
WAR_NAME_OTHER_DEJURECLAIM;$ORDER$$FIRST_ADJ$ $CLAIMANT$ hercegi háborúja $OTHER_TITLE$ birtokaiért;$ORDER$ Guerre ducale $FIRST_ADJ$ de $CLAIMANT$ pour : $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Herzogskrieg um $CLAIMANT$s Anspruch auf $OTHER_TITLE$;;$ORDER$Guerra Ducal $FIRST_ADJ$ por la reclamación de $CLAIMANT$ sobre $OTHER_TITLE$;;;;;;;;;x
WAR_NAME_OTHER_DEJUREBARONYCLAIM;$ORDER$$FIRST_ADJ$ $CLAIMANT$ földbirtokos háború $OTHER_TITLE$ birtokaiért;$ORDER$ Guerre comtale $FIRST_ADJ$ de $CLAIMANT$ pour revendiquer : $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Grafschaftskrieg um $CLAIMANT$s Anspruch auf $OTHER_TITLE$;;$ORDER$Guerra Condal $FIRST_ADJ$ por la reclamación de $CLAIMANT$ sobre $OTHER_TITLE$;;;;;;;;;x
WAR_NAME_OTHER_SUCCESSION;$ORDER$$FIRST_ADJ$ $CLAIMANT$ háborúja $SECOND$ beiktatásáért;$ORDER$ Guerre $FIRST_ADJ$ visant à instaurer $CLAIMANT$ en $SECOND$;$ORDER$$FIRST_ADJ$ Krieg zur Einsetzung von $CLAIMANT$ in $SECOND$;;$ORDER$Guerra $FIRST_ADJ$ para poner a $CLAIMANT$ en el trono de $SECOND$;;;;;;;;;x
IS_NOT_DE_JURE_LIEGE_OR_ABOVE;Õ NEM jogszerû hûbéres vagy feljebbvaló;N’est PAS suzerain de Jure ni plus;Ist NICHT de jure-Lehnshöher oder ranghöher;;NO es señor o superior de iure;;;;;;;;;x
IS_DE_JURE_LIEGE_OR_ABOVE;Õ a jogszerû hûbéres vagy feljebbvaló;Est suzerain de Jure ou plus;Ist de jure-Lehnsherr oder ranghöher;;Es señor o superior de iure;;;;;;;;;x
MAXIMUM_RAISABLE_LEVY;A törvények által toborozható katonák: §Y$VALUE$%§!;Troupes à disposition grâce aux lois : §Y$VALUE$%§!;Rechtsbedingte Wehrpflichtigenverfügbarkeit: §Y$VALUE$%§!;;Leva disponible merced a las leyes: §Y$VALUE$%§!;;;;;;;;;x
LEVY_PERC_DESC;Lehetõségünk van, hogy a toborzott katonák §Y$PERC$%§W-a hadba vonuljon.;Nous sommes autorisés à lever les §Y$PERC$%§W supérieurs des troupes.;Uns ist gestattet, §Y$PERC$%§W der Wehrpflichtigen auszuheben;;Se nos permite reclutar el máximo §Y$PERC$%§W de la leva;;;;;;;;;x
#LEVY_PERC_DESC3;$THEM$ tartalékosa §Y$PERC$%§! minden egyes katonának, mint személyi testõr;$THEM$ réserve §Y$PERC$%§! de chaque type de troupes pour sa garde personnelle.;$THEM$ behält §Y$PERC$%§! jedes Truppentyps als Leibwache zurück;;$THEM$ se reserva el §Y$PERC$%§! de cada clase de soldado como guardia personal;;;;;;;;;x
RAISABLE_AMOUNT_LEVY;Törvények (§Y$MAX$%§!) és vélemények(§Y$OPINION$%§!)lehetõvé teszik, hogy a toborzott katonák §Y$PERCENT$%§!-a hadba vonuljon.;Les lois (§Y$MAX$%§!) et l’opinion (§Y$OPINION$%§!) nous permettent de lever §Y$PERCENT$%§! des troupes.;Rechtsbedingt (§Y$MAX$%§!) und meinungsbedingt (§Y$OPINION$%§!) können wir §Y$PERCENT$%§! der Wehrpflichtigen ausheben;;Merced a las leyes(§Y$MAX$%§!) y la opinión(§Y$OPINION$%§!), podemos reclutar el §Y$PERCENT$%§! de la leva;;;;;;;;;x
MINIMUM_RAISABLE_LEVY;Akárhogy is, mindig lehetõségünk van, hogy a toborzott katonák legalább §Y$PERCENT$%§!-a hadba vonuljon.;Mais nous sommes toujours autorisés à lever au moins §Y$PERCENT$%§! des troupes.;Uns ist aber stets gestattet, mindestens §Y$PERCENT$%§! der Wehrpflichtigen auszuheben;;No obstante, siempre se nos permite reclutar al menos el §Y$PERCENT$%§! de la leva;;;;;;;;;x
AI_WE_ARE_TOTALLY_BEATEN;Teljesen elbuktunk;Nous sommes totalement vaincus.;Wir sind total am Ende;;Nos han vencido totalmente;;;;;;;;;x
AI_THIS_IS_GOOD_FOR_US;A legjobb, amiben reménykedhetem;Je ne pouvais pas espérer mieux.;Auf mehr kann ich nicht hoffen;;Lo mejor que puedo esperar;;;;;;;;;x
AI_WE_ARE_WINNING_SMALL;A dolgok a kedvem szerint alakulnak;Les choses vont dans mon sens.;Es läuft definitiv gut für mich;;Las cosas van como deseo;;;;;;;;;x
AI_WE_ARE_WINNING_BIG;Már nyertem, add fel és megkímélem az életed!;J’ai déjà gagné. Si vous vous rendez maintenant, vous aurez la vie sauve.;Ich habe bereits gewonnen. Ergebt Euch sofort, und ich werde Euer Leben verschonen;;Ya he vencido, ríndete y te perdonaré la vida;;;;;;;;;x
AI_WE_ARE_LOSING_SMALL;Gyere csak, te puhány!;Allez, mauviette !;Komm schon, du Weichei!;;¡Vamos, cobarde!;;;;;;;;;x
AI_WE_ARE_LOSING;Ez csak egy friss seb!;Ce n’est qu’une blessure de chair !;Das ist doch nur eine Fleischwunde!;;¡Solo es una herida superficial!;;;;;;;;;x
AI_WE_ARE_LOSING_BIG;Vesztésre állok, de még nem adtam fel…;Je perds, mais je ne renonce pas...;Ich bin am Verlieren, aber ich werde noch nicht aufgeben ...;;Estoy perdiendo, pero no voy a rendirme aún...;;;;;;;;;x
AIREASON_OUR_PRISONER;A foglyunk;Est notre prisonnier;Ist unser Gefangener;;Es nuestro prisionero;;;;;;;;;x
CREATING_PROVINCE;Tartomány létrehozása;Création de provinces;Provinzen erstellen;;Creación de provincias;;;;;;;;;x
LEDGER_OUR_CLAIMANTS;A mi igénylõink;Nos prétendants;Unsere Titelforderer;;Nuestros pretendientes;;;;;;;;;x
LEDGER_CLAIMS;Igények;Revendications;Ansprüche;;Reclamaciones;;;;;;;;;x
LEDGER_HEADER_VASSALS;Közvetlen hûbéreseid;Vos vassaux directs;Eure direkten Vasallen;;Tus vasallos directos;;;;;;;;;x
LEDGER_HEADER_ALL_VASSALS;A birodalom összes hûbérese;Tous les vassaux du Royaume;Alle Vasallen im Reich;;Todos los vasallos del reino;;;;;;;;;x
LEDGER_HEADER_COURTIERS;Udvartartásod;Votre cour;Euer Hof;;Tu corte;;;;;;;;;x
LEDGER_COUNCILLOR;Kancellár;Conseiller;Ratsmitglied;;Consejero;;;;;;;;;x
LEDGER_COURTIER;Udvaronc;Courtisan;Höfling;;Cortesano;;;;;;;;;x
LEDGER_PRISONER;Fogoly;Prisonnier;Gefangener;;Prisionero;;;;;;;;;x
LEDGER_HEADER_REALM_LEVIES;Toborzott katonáid;Les troupes de votre Royaume;Wehrpflichtige Eures Reichs;;Levas de tu reino;;;;;;;;;x
LEDGER_TOTAL;Összesen;Total;Gesamt;;Total;;;;;;;;;x
LEDGER_SETTLEMENT_BUILDING;Építés alatt:;Actuellement en construction;Im Bau:;;Edificios en la actualidad;;;;;;;;;x
ENDGAME_TEXT_ENDGAME;A reneszánsz végig söpör Európában és a feudalizmus ideje elkezd leáldozni.;La Renaissance déferle sur l’Europe et l’époque féodale s’achève. ;Die Renaissance fegt über Europa und die Feudalzeit neigt sich ihrem Ende.;;El Renacimiento recorre Europa y la época feudal toca a su fin. ;;;;;;;;;x
ENDGAME_TEXT_LANDLESS;Miután $NUMCHARS$ számú személlyel játszottál, elvesztetted az utolsó birtokod is. $ENDCHAR$ személye a feledés homályába merül... ;Après avoir incarné $NUMCHARS$ personnages, vous avez perdu votre dernier comté. $ENDCHAR$ disparaît dans l’obscurité... ;Nachdem Ihr $NUMCHARS$ Charaktere gespielt habt, büßt Ihr Eure letzte Grafschaft ein. $ENDCHAR$ gerät in Vergessenheit ...;;Tras jugar con $NUMCHARS$ personajes, has perdido tu último condado. $ENDCHAR$ cae en el olvido... ;;;;;;;;;x
COMBATEND_PIETY_LOST;§YÁhitat elveszítve a csatában§!;§Y[Player.Religion.GetPietyName] perdue lors de la bataille§!;§Y[Player.Religion.GetPietyName] im Gefecht verloren§!;;§Y[Player.Religion.GetPietyName] perdida en batalla§!;;;;;;;;;x
COMBATEND_WEALTH_STOLEN_LOST;§YArany elveszítve az ostromban§!;§YOr perdu lors du siège§!;§YGold im Gefecht verloren§!;;§YOro perdido en asedio§!;;;;;;;;;x
COMBATEND_PRESTIGE_LOST;§YTekintély elveszítve a csatában§!;§YPrestige perdu lors de la bataille§!;§YPrestige im Gefecht verloren§!;;§YPrestigio perdido en batalla§!;;;;;;;;;x
COMBATEND_PIETY_SIEGE_LOST;§YÁhitat elveszítve az ostromban§!;§Y[Player.Religion.GetPietyName] perdue lors du siège§!;§Y[Player.Religion.GetPietyName] bei Belagerung verloren§!;;§Y[Player.Religion.GetPietyName] perdida en asedio§!;;;;;;;;;x
COMBATEND_PIETY_SIEGE;§YÁhitat szerezve az ostromban§!;§Y[Player.Religion.GetPietyName] acquise lors du siège§!;§Y[Player.Religion.GetPietyName] bei Belagerung gewonnen§!;;§Y[Player.Religion.GetPietyName] lograda en asedio§!;;;;;;;;;x
ASSAULT_DESC;Roham megkísérlése;Tentative d’assaut contre le Fief;Angriff auf Besitztum;;Intento de asaltar posesión;;;;;;;;;x
ASSAULT_ALREADY_ASSAULTING;A roham már folyamatban;Fief déjà pris d’assaut;Angriff auf Besitztum bereits im Gange;;La posesión ya está siendo asaltada;;;;;;;;;x
